premise,hypothesis,label
Service Type: Economy,This example is about HousebillNumber,contradiction
Scheduled DateAndTimes: 2023-11-20 01:03:54,This example is about TotalWeight,contradiction
"Origin: Tokyo, JP",This example is about Origin,entailment
"Origin: Mumbai, GB",This example is about Origin,entailment
Number of Packages: 5,This example is about TotalPackages,entailment
Scheduled DateAndTimes: 2024-04-07 06:44:49,This example is about DateAndTimes,entailment
"Origin: New York, AE",This example is about Origin,entailment
Scheduled DateAndTimes: 2024-01-02 02:38:15,This example is about Origin,contradiction
"Origin: Dubai, US",This example is about Origin,entailment
Number of Packages: 6,This example is about TotalPackages,entailment
Number of Packages: 4,This example is about ProductType,contradiction
Service Type: Economy,This example is about ProductType,entailment
Shipment ID: FDX972361086735,This example is about HousebillNumber,entailment
Shipment Status: In transit at 2023-12-07 18:01:06,This example is about Origin,contradiction
Scheduled DateAndTimes: 2023-06-03 22:21:41,This example is about TotalWeight,contradiction
Package Weight: 70.56 KG,This example is about TotalWeight,entailment
Service Type: Standard,This example is about HousebillNumber,contradiction
Package Volume: 0.217 m³,This example is about TotalVolume,entailment
Number of Packages: 8,This example is about TotalPackages,entailment
Shipment Status: Exception at 2023-07-03 08:15:06,This example is about Destination,contradiction
Scheduled DateAndTimes: 2023-07-31 20:20:37,This example is about TotalWeight,contradiction
Number of Packages: 3,This example is about TotalPackages,entailment
Number of Packages: 4,This example is about TotalPackages,entailment
Shipment Status: Customs clearance at 2023-12-21 00:47:12,This example is about Timestamp,entailment
Shipment Status: Picked up at 2023-06-25 14:53:52,This example is about Timestamp,entailment
Package Weight: 52.44 KG,This example is about HousebillNumber,contradiction
"Destination: London, AE",This example is about Destination,entailment
Scheduled DateAndTimes: 2024-05-13 15:13:11,This example is about DateAndTimes,entailment
Package Weight: 91.44 KG,This example is about ProductType,contradiction
Shipment Status: Delivered at 2023-08-14 13:28:34,This example is about Destination,contradiction
Shipment ID: UPS751548122197,This example is about HousebillNumber,entailment
Package Weight: 11.39 KG,This example is about TotalVolume,contradiction
"Destination: Dubai, GB",This example is about Destination,entailment
Package Weight: 65.06 KG,This example is about TotalWeight,entailment
Shipment Status: In transit at 2024-03-25 02:53:26,This example is about TotalPackages,contradiction
"Destination: Dubai, US",This example is about TotalVolume,contradiction
Shipment ID: UPS246915473855,This example is about HousebillNumber,entailment
Scheduled DateAndTimes: 2024-04-24 05:30:22,This example is about DateAndTimes,entailment
"Destination: Berlin, IN",This example is about DateAndTimes,contradiction
Package Weight: 36.71 KG,This example is about TotalWeight,entailment
"Origin: New York, US",This example is about TotalVolume,contradiction
"Destination: New York, US",This example is about TotalPackages,contradiction
Package Volume: 0.189 m³,This example is about Timestamp,contradiction
Shipment Status: Arrived at facility at 2023-05-27 11:59:45,This example is about DateAndTimes,contradiction
"Destination: New York, CA",This example is about Destination,entailment
Scheduled DateAndTimes: 2023-09-20 12:30:58,This example is about ProductType,contradiction
Shipment Status: In transit at 2023-08-04 19:57:39,This example is about TotalVolume,contradiction
Shipment Status: Delivered at 2023-07-15 21:50:36,This example is about Timestamp,entailment
Service Type: Ground,This example is about TotalPackages,contradiction
Number of Packages: 9,This example is about TotalPackages,entailment
Scheduled DateAndTimes: 2024-09-23 14:18:46,This example is about TotalVolume,contradiction
Package Volume: 0.045 m³,This example is about Timestamp,contradiction
"Destination: Tokyo, FR",This example is about Destination,entailment
Scheduled DateAndTimes: 2023-10-25 17:22:46,This example is about DateAndTimes,entailment
"Destination: New York, US",This example is about Destination,entailment
Package Weight: 27.97 KG,This example is about ProductType,contradiction
Shipment Status: Exception at 2024-08-16 03:33:16,This example is about Destination,contradiction
Number of Packages: 6,This example is about TotalWeight,contradiction
Package Volume: 0.988 m³,This example is about ProductType,contradiction
Scheduled DateAndTimes: 2023-03-13 01:45:05,This example is about DateAndTimes,entailment
"Destination: Berlin, JP",This example is about Destination,entailment
Package Weight: 39.12 KG,This example is about Destination,contradiction
Scheduled DateAndTimes: 2024-05-22 17:24:32,This example is about DateAndTimes,entailment
"Origin: Paris, DE",This example is about DateAndTimes,contradiction
"Origin: London, IN",This example is about TotalWeight,contradiction
"Destination: Beijing, CA",This example is about TotalWeight,contradiction
Number of Packages: 7,This example is about TotalPackages,entailment
Service Type: 2nd Day Air,This example is about ProductType,entailment
Number of Packages: 5,This example is about TotalPackages,entailment
Shipment Status: Departed facility at 2024-12-23 10:18:47,This example is about TotalVolume,contradiction
Service Type: Express,This example is about TotalPackages,contradiction
Scheduled DateAndTimes: 2024-07-24 18:42:26,This example is about Destination,contradiction
Shipment Status: In transit at 2023-08-05 00:24:12,This example is about Timestamp,entailment
Package Weight: 91.72 KG,This example is about DateAndTimes,contradiction
Service Type: Economy,This example is about ProductType,entailment
Package Volume: 0.097 m³,This example is about TotalPackages,contradiction
Shipment Status: Picked up at 2024-02-13 23:00:22,This example is about TotalWeight,contradiction
Scheduled DateAndTimes: 2024-09-17 10:43:14,This example is about ProductType,contradiction
Package Volume: 0.574 m³,This example is about TotalWeight,contradiction
Scheduled DateAndTimes: 2024-12-10 17:42:21,This example is about DateAndTimes,entailment
Scheduled DateAndTimes: 2024-10-13 16:11:59,This example is about DateAndTimes,entailment
Package Volume: 0.544 m³,This example is about TotalVolume,entailment
Service Type: Economy,This example is about TotalVolume,contradiction
Shipment Status: Exception at 2023-08-04 06:57:35,This example is about Timestamp,entailment
Service Type: Same Day,This example is about ProductType,entailment
Number of Packages: 9,This example is about HousebillNumber,contradiction
Shipment Status: Arrived at facility at 2024-11-07 02:16:01,This example is about TotalWeight,contradiction
Service Type: 2nd Day Air,This example is about TotalVolume,contradiction
Number of Packages: 6,This example is about TotalPackages,entailment
"Origin: Berlin, AU",This example is about Destination,contradiction
Package Weight: 51.68 KG,This example is about ProductType,contradiction
Service Type: Express,This example is about Timestamp,contradiction
"Destination: Dubai, JP",This example is about Destination,entailment
Shipment Status: In transit at 2023-02-25 18:26:59,This example is about Destination,contradiction
Shipment Status: Delivered at 2024-11-15 18:56:28,This example is about TotalVolume,contradiction
"Origin: Dubai, CN",This example is about Origin,entailment
Package Weight: 7.52 KG,This example is about TotalWeight,entailment
"Origin: Berlin, AE",This example is about TotalPackages,contradiction
Shipment Status: Delivered at 2023-08-14 13:28:34,This example is about Timestamp,entailment
Scheduled DateAndTimes: 2023-07-04 19:02:45,This example is about DateAndTimes,entailment
Shipment ID: UPS998971989592,This example is about HousebillNumber,entailment
Package Volume: 0.621 m³,This example is about TotalVolume,entailment
Package Weight: 51.33 KG,This example is about ProductType,contradiction
Scheduled DateAndTimes: 2024-11-05 20:57:30,This example is about ProductType,contradiction
"Origin: Toronto, JP",This example is about Origin,entailment
Scheduled DateAndTimes: 2024-12-23 18:46:03,This example is about DateAndTimes,entailment
Package Volume: 0.632 m³,This example is about ProductType,contradiction
"Destination: New York, DE",This example is about TotalWeight,contradiction
"Origin: Mumbai, GB",This example is about DateAndTimes,contradiction
Shipment Status: Customs clearance at 2024-09-10 01:58:07,This example is about Timestamp,entailment
"Origin: Berlin, US",This example is about Origin,entailment
Number of Packages: 5,This example is about DateAndTimes,contradiction
"Origin: London, DE",This example is about Origin,entailment
Shipment Status: In transit at 2023-09-27 19:01:09,This example is about Timestamp,entailment
Scheduled DateAndTimes: 2023-01-29 03:08:35,This example is about DateAndTimes,entailment
Scheduled DateAndTimes: 2024-02-05 05:48:07,This example is about DateAndTimes,entailment
Number of Packages: 7,This example is about Destination,contradiction
Service Type: Economy,This example is about TotalPackages,contradiction
"Origin: Dubai, IN",This example is about TotalWeight,contradiction
Package Weight: 38.93 KG,This example is about HousebillNumber,contradiction
Package Weight: 88.97 KG,This example is about Destination,contradiction
Service Type: Economy,This example is about ProductType,entailment
Service Type: Ground,This example is about ProductType,entailment
Shipment ID: UPS926009525232,This example is about HousebillNumber,entailment
Shipment Status: Customs clearance at 2024-08-06 06:38:45,This example is about HousebillNumber,contradiction
Shipment ID: FDX312018597888,This example is about HousebillNumber,entailment
Service Type: Same Day,This example is about HousebillNumber,contradiction
Number of Packages: 4,This example is about HousebillNumber,contradiction
"Destination: Mumbai, IN",This example is about Timestamp,contradiction
Scheduled DateAndTimes: 2023-12-10 12:13:35,This example is about DateAndTimes,entailment
Shipment Status: Delivered at 2024-05-24 20:39:21,This example is about Timestamp,entailment
Shipment Status: Picked up at 2024-07-16 18:40:02,This example is about Timestamp,entailment
Shipment ID: 1Z160738516926,This example is about HousebillNumber,entailment
Package Weight: 63.19 KG,This example is about TotalWeight,entailment
"Origin: London, IN",This example is about TotalPackages,contradiction
Number of Packages: 9,This example is about Destination,contradiction
Shipment Status: Out for delivery at 2024-11-19 00:36:45,This example is about TotalPackages,contradiction
Package Volume: 0.438 m³,This example is about TotalVolume,entailment
Package Weight: 98.1 KG,This example is about TotalWeight,entailment
Package Volume: 0.536 m³,This example is about TotalVolume,entailment
Number of Packages: 9,This example is about TotalPackages,entailment
Package Weight: 90.84 KG,This example is about TotalWeight,entailment
Number of Packages: 8,This example is about DateAndTimes,contradiction
"Origin: Beijing, DE",This example is about Destination,contradiction
"Destination: New York, FR",This example is about Destination,entailment
Shipment Status: Customs clearance at 2024-04-20 00:23:09,This example is about Timestamp,entailment
Service Type: Standard,This example is about DateAndTimes,contradiction
Shipment Status: Out for delivery at 2024-11-02 16:25:56,This example is about TotalPackages,contradiction
Package Weight: 28.18 KG,This example is about TotalWeight,entailment
"Origin: Beijing, CA",This example is about Origin,entailment
Package Volume: 0.541 m³,This example is about HousebillNumber,contradiction
Scheduled DateAndTimes: 2024-06-23 19:49:17,This example is about DateAndTimes,entailment
Number of Packages: 1,This example is about TotalWeight,contradiction
Service Type: Freight,This example is about ProductType,entailment
Package Volume: 0.198 m³,This example is about TotalVolume,entailment
"Origin: Dubai, US",This example is about Origin,entailment
Scheduled DateAndTimes: 2024-11-02 07:24:39,This example is about DateAndTimes,entailment
Package Volume: 0.242 m³,This example is about TotalVolume,entailment
Package Volume: 0.083 m³,This example is about Timestamp,contradiction
Service Type: Next Day Air,This example is about ProductType,entailment
"Origin: New York, AE",This example is about ProductType,contradiction
Shipment ID: DHL251247467656,This example is about HousebillNumber,entailment
Shipment ID: DHL843652308863,This example is about HousebillNumber,entailment
"Origin: Beijing, IN",This example is about TotalPackages,contradiction
Number of Packages: 2,This example is about ProductType,contradiction
Number of Packages: 1,This example is about TotalPackages,entailment
Package Volume: 0.86 m³,This example is about Timestamp,contradiction
Number of Packages: 4,This example is about TotalWeight,contradiction
"Destination: New York, CA",This example is about Destination,entailment
Package Weight: 51.49 KG,This example is about Destination,contradiction
Number of Packages: 2,This example is about TotalPackages,entailment
Package Weight: 72.92 KG,This example is about Origin,contradiction
Package Volume: 0.899 m³,This example is about TotalVolume,entailment
Shipment Status: In transit at 2024-08-03 19:44:27,This example is about TotalPackages,contradiction
Scheduled DateAndTimes: 2024-11-19 04:43:06,This example is about DateAndTimes,entailment
Shipment Status: Customs clearance at 2024-03-05 19:17:51,This example is about Destination,contradiction
Number of Packages: 7,This example is about TotalPackages,entailment
Number of Packages: 2,This example is about HousebillNumber,contradiction
Package Volume: 0.42 m³,This example is about TotalVolume,entailment
Number of Packages: 1,This example is about DateAndTimes,contradiction
Package Volume: 0.62 m³,This example is about TotalVolume,entailment
Shipment ID: DHL296367122677,This example is about HousebillNumber,entailment
Shipment Status: Customs clearance at 2024-11-13 14:10:09,This example is about Timestamp,entailment
"Origin: New York, AE",This example is about ProductType,contradiction
Service Type: Express,This example is about Timestamp,contradiction
Number of Packages: 8,This example is about Destination,contradiction
Shipment Status: Arrived at facility at 2024-06-27 08:03:39,This example is about ProductType,contradiction
Scheduled DateAndTimes: 2023-09-16 06:44:08,This example is about Destination,contradiction
"Destination: Paris, JP",This example is about Origin,contradiction
Scheduled DateAndTimes: 2024-11-22 01:04:58,This example is about DateAndTimes,entailment
Number of Packages: 9,This example is about HousebillNumber,contradiction
Number of Packages: 5,This example is about TotalPackages,entailment
Package Volume: 0.266 m³,This example is about ProductType,contradiction
Number of Packages: 1,This example is about TotalPackages,entailment
Scheduled DateAndTimes: 2023-05-05 01:21:21,This example is about DateAndTimes,entailment
Number of Packages: 1,This example is about Timestamp,contradiction
Shipment ID: FDX600986257781,This example is about HousebillNumber,entailment
Package Volume: 0.62 m³,This example is about ProductType,contradiction
Shipment Status: Arrived at facility at 2024-06-29 04:24:07,This example is about Timestamp,entailment
Package Weight: 56.44 KG,This example is about TotalWeight,entailment
Scheduled DateAndTimes: 2024-08-01 05:42:06,This example is about DateAndTimes,entailment
Package Weight: 73.28 KG,This example is about TotalWeight,entailment
Shipment ID: DHL575940730181,This example is about HousebillNumber,entailment
"Destination: Dubai, JP",This example is about Destination,entailment
Service Type: 2nd Day Air,This example is about ProductType,entailment
Shipment Status: Out for delivery at 2024-04-11 20:42:48,This example is about ProductType,contradiction
Package Volume: 0.876 m³,This example is about TotalPackages,contradiction
"Destination: New York, CN",This example is about TotalVolume,contradiction
Shipment Status: Exception at 2024-10-28 23:35:36,This example is about HousebillNumber,contradiction
"Destination: Sydney, AU",This example is about TotalWeight,contradiction
Package Volume: 0.501 m³,This example is about Destination,contradiction
Shipment Status: Arrived at facility at 2024-10-14 15:42:11,This example is about Timestamp,entailment
Package Weight: 33.28 KG,This example is about TotalWeight,entailment
Service Type: 2nd Day Air,This example is about ProductType,entailment
Shipment ID: FDX190940981991,This example is about HousebillNumber,entailment
Number of Packages: 3,This example is about TotalPackages,entailment
Number of Packages: 3,This example is about Timestamp,contradiction
Shipment Status: In transit at 2024-12-03 05:23:31,This example is about Destination,contradiction
Shipment ID: FDX519716941570,This example is about HousebillNumber,entailment
Package Weight: 75.43 KG,This example is about TotalVolume,contradiction
Package Weight: 72.69 KG,This example is about TotalWeight,entailment
Service Type: Ground,This example is about ProductType,entailment
Number of Packages: 9,This example is about Origin,contradiction
"Destination: Paris, CN",This example is about Destination,entailment
"Destination: Paris, CA",This example is about TotalWeight,contradiction
Scheduled DateAndTimes: 2023-10-28 06:38:26,This example is about DateAndTimes,entailment
Package Volume: 0.772 m³,This example is about TotalVolume,entailment
Number of Packages: 5,This example is about Timestamp,contradiction
Package Weight: 85.21 KG,This example is about HousebillNumber,contradiction
Service Type: Ground,This example is about TotalVolume,contradiction
Service Type: Standard,This example is about ProductType,entailment
Service Type: Ground,This example is about DateAndTimes,contradiction
Service Type: 2nd Day Air,This example is about TotalWeight,contradiction
Service Type: Next Day Air,This example is about ProductType,entailment
"Destination: Dubai, DE",This example is about HousebillNumber,contradiction
Shipment Status: Out for delivery at 2023-06-12 02:18:06,This example is about Origin,contradiction
"Origin: New York, AE",This example is about Origin,entailment
Service Type: Next Day Air,This example is about Timestamp,contradiction
Number of Packages: 1,This example is about TotalPackages,entailment
Scheduled DateAndTimes: 2024-09-15 08:21:13,This example is about Destination,contradiction
Package Volume: 0.749 m³,This example is about TotalVolume,entailment
Service Type: Economy,This example is about HousebillNumber,contradiction
Shipment Status: In transit at 2023-09-15 08:35:05,This example is about Timestamp,entailment
Package Weight: 71.76 KG,This example is about Timestamp,contradiction
Package Volume: 0.516 m³,This example is about TotalVolume,entailment
Service Type: Next Day Air,This example is about ProductType,entailment
Service Type: Standard,This example is about TotalVolume,contradiction
Shipment Status: Exception at 2024-06-22 00:40:10,This example is about TotalPackages,contradiction
Number of Packages: 4,This example is about TotalVolume,contradiction
Package Weight: 40.31 KG,This example is about TotalPackages,contradiction
Package Volume: 0.365 m³,This example is about TotalVolume,entailment
Shipment Status: Delivered at 2024-05-24 20:39:21,This example is about DateAndTimes,contradiction
Number of Packages: 2,This example is about TotalPackages,entailment
Package Weight: 47.17 KG,This example is about TotalWeight,entailment
Shipment ID: UPS158856324907,This example is about HousebillNumber,entailment
Scheduled DateAndTimes: 2024-05-11 09:33:58,This example is about Origin,contradiction
Service Type: Ground,This example is about Timestamp,contradiction
Service Type: Same Day,This example is about ProductType,entailment
Service Type: Next Day Air,This example is about Origin,contradiction
"Origin: Mumbai, US",This example is about Origin,entailment
Service Type: Next Day Air,This example is about DateAndTimes,contradiction
Package Volume: 0.204 m³,This example is about TotalVolume,entailment
Scheduled DateAndTimes: 2024-02-08 20:27:27,This example is about DateAndTimes,entailment
Package Volume: 0.75 m³,This example is about DateAndTimes,contradiction
Package Volume: 0.852 m³,This example is about Destination,contradiction
Number of Packages: 6,This example is about TotalPackages,entailment
"Origin: Tokyo, FR",This example is about Origin,entailment
Scheduled DateAndTimes: 2023-01-10 15:42:38,This example is about DateAndTimes,entailment
Package Weight: 7.4 KG,This example is about DateAndTimes,contradiction
Shipment ID: DHL367356944147,This example is about HousebillNumber,entailment
"Origin: Dubai, CA",This example is about Origin,entailment
Number of Packages: 10,This example is about TotalPackages,entailment
Package Volume: 0.251 m³,This example is about HousebillNumber,contradiction
Package Volume: 0.679 m³,This example is about TotalVolume,entailment
"Destination: Berlin, GB",This example is about TotalWeight,contradiction
"Destination: London, CA",This example is about DateAndTimes,contradiction
Package Weight: 57.43 KG,This example is about HousebillNumber,contradiction
Package Volume: 0.784 m³,This example is about HousebillNumber,contradiction
Shipment Status: Customs clearance at 2023-08-23 18:53:35,This example is about Timestamp,entailment
Package Weight: 72.93 KG,This example is about Timestamp,contradiction
"Destination: Tokyo, FR",This example is about Destination,entailment
"Destination: Sydney, AE",This example is about Destination,entailment
Shipment ID: UPS057569506892,This example is about HousebillNumber,entailment
"Destination: Berlin, DE",This example is about TotalPackages,contradiction
Number of Packages: 6,This example is about TotalPackages,entailment
Shipment ID: 1Z696348330404,This example is about HousebillNumber,entailment
"Origin: Toronto, GB",This example is about Origin,entailment
Package Volume: 0.951 m³,This example is about TotalVolume,entailment
Package Weight: 17.2 KG,This example is about TotalWeight,entailment
Scheduled DateAndTimes: 2024-08-14 10:57:36,This example is about DateAndTimes,entailment
Shipment ID: FDX420411706003,This example is about HousebillNumber,entailment
Number of Packages: 9,This example is about Timestamp,contradiction
"Destination: London, FR",This example is about TotalVolume,contradiction
"Origin: Mumbai, JP",This example is about TotalWeight,contradiction
Package Volume: 0.895 m³,This example is about Origin,contradiction
Package Volume: 0.64 m³,This example is about Destination,contradiction
Package Weight: 15.13 KG,This example is about TotalWeight,entailment
Number of Packages: 9,This example is about TotalPackages,entailment
Number of Packages: 1,This example is about TotalPackages,entailment
Package Weight: 92.34 KG,This example is about DateAndTimes,contradiction
Package Weight: 99.42 KG,This example is about TotalVolume,contradiction
Shipment ID: UPS004915201069,This example is about HousebillNumber,entailment
Package Volume: 0.023 m³,This example is about ProductType,contradiction
Number of Packages: 8,This example is about Destination,contradiction
"Origin: Paris, CN",This example is about TotalWeight,contradiction
Number of Packages: 10,This example is about HousebillNumber,contradiction
Service Type: Ground,This example is about DateAndTimes,contradiction
Shipment Status: Departed facility at 2023-03-22 20:18:35,This example is about Timestamp,entailment
Package Volume: 0.873 m³,This example is about TotalVolume,entailment
"Destination: Berlin, JP",This example is about DateAndTimes,contradiction
Package Weight: 1.69 KG,This example is about TotalWeight,entailment
"Origin: London, IN",This example is about Origin,entailment
Package Volume: 0.201 m³,This example is about TotalVolume,entailment
Package Weight: 18.28 KG,This example is about Destination,contradiction
Package Weight: 93.53 KG,This example is about HousebillNumber,contradiction
Service Type: Standard,This example is about TotalVolume,contradiction
Package Weight: 56.83 KG,This example is about TotalPackages,contradiction
Package Weight: 62.57 KG,This example is about HousebillNumber,contradiction
Shipment Status: Picked up at 2023-07-26 13:11:44,This example is about Timestamp,entailment
Shipment Status: Picked up at 2023-10-19 04:17:11,This example is about Timestamp,entailment
Shipment Status: In transit at 2023-06-26 08:05:57,This example is about Origin,contradiction
Package Volume: 0.881 m³,This example is about Origin,contradiction
Number of Packages: 10,This example is about Destination,contradiction
Package Volume: 0.046 m³,This example is about Destination,contradiction
Number of Packages: 6,This example is about TotalPackages,entailment
Number of Packages: 5,This example is about TotalVolume,contradiction
Package Volume: 0.395 m³,This example is about TotalVolume,entailment
Number of Packages: 8,This example is about HousebillNumber,contradiction
Package Weight: 4.46 KG,This example is about TotalWeight,entailment
Shipment Status: Delivered at 2024-03-12 08:41:07,This example is about Origin,contradiction
Package Volume: 0.046 m³,This example is about TotalVolume,entailment
Package Weight: 54.31 KG,This example is about TotalWeight,entailment
Number of Packages: 6,This example is about HousebillNumber,contradiction
Shipment Status: Delivered at 2024-06-17 17:44:29,This example is about ProductType,contradiction
"Destination: London, JP",This example is about TotalVolume,contradiction
Package Volume: 0.303 m³,This example is about TotalVolume,entailment
Shipment ID: 1Z344412980465,This example is about HousebillNumber,entailment
Package Volume: 0.919 m³,This example is about ProductType,contradiction
Scheduled DateAndTimes: 2024-11-15 13:37:46,This example is about TotalVolume,contradiction
Service Type: Freight,This example is about ProductType,entailment
Service Type: Next Day Air,This example is about TotalVolume,contradiction
"Origin: Sydney, CA",This example is about TotalPackages,contradiction
Package Weight: 25.49 KG,This example is about TotalWeight,entailment
Shipment Status: Out for delivery at 2023-06-28 04:15:20,This example is about Timestamp,entailment
Package Weight: 34.85 KG,This example is about ProductType,contradiction
Package Weight: 57.18 KG,This example is about HousebillNumber,contradiction
Shipment ID: FDX132558269760,This example is about HousebillNumber,entailment
Number of Packages: 9,This example is about Timestamp,contradiction
Scheduled DateAndTimes: 2024-03-18 12:24:36,This example is about ProductType,contradiction
Package Volume: 0.284 m³,This example is about TotalVolume,entailment
Package Weight: 7.36 KG,This example is about ProductType,contradiction
"Origin: Sydney, JP",This example is about Origin,entailment
Service Type: Express,This example is about HousebillNumber,contradiction
Package Volume: 0.051 m³,This example is about TotalVolume,entailment
Scheduled DateAndTimes: 2023-01-06 22:24:08,This example is about DateAndTimes,entailment
Number of Packages: 1,This example is about TotalPackages,entailment
Number of Packages: 6,This example is about TotalPackages,entailment
Service Type: Ground,This example is about ProductType,entailment
Scheduled DateAndTimes: 2024-08-06 15:36:00,This example is about DateAndTimes,entailment
Service Type: Ground,This example is about TotalWeight,contradiction
Package Weight: 89.32 KG,This example is about TotalWeight,entailment
"Destination: Toronto, IN",This example is about TotalVolume,contradiction
Service Type: Ground,This example is about Destination,contradiction
Service Type: Freight,This example is about HousebillNumber,contradiction
Package Weight: 24.59 KG,This example is about TotalWeight,entailment
Shipment ID: UPS504487632777,This example is about HousebillNumber,entailment
Scheduled DateAndTimes: 2024-09-01 09:30:25,This example is about TotalVolume,contradiction
Package Weight: 90.3 KG,This example is about Timestamp,contradiction
Service Type: Same Day,This example is about Timestamp,contradiction
Package Weight: 48.19 KG,This example is about TotalWeight,entailment
Number of Packages: 4,This example is about ProductType,contradiction
Service Type: Freight,This example is about ProductType,entailment
Package Volume: 0.464 m³,This example is about ProductType,contradiction
Package Volume: 0.954 m³,This example is about TotalVolume,entailment
Package Weight: 99.78 KG,This example is about TotalVolume,contradiction
Scheduled DateAndTimes: 2024-07-24 18:42:26,This example is about DateAndTimes,entailment
Package Volume: 0.3 m³,This example is about TotalVolume,entailment
Shipment Status: Exception at 2024-11-13 07:11:38,This example is about Timestamp,entailment
Shipment Status: Exception at 2023-03-10 03:54:19,This example is about HousebillNumber,contradiction
Shipment Status: Delivered at 2024-02-28 19:41:11,This example is about TotalPackages,contradiction
"Origin: Toronto, CA",This example is about Origin,entailment
Shipment Status: Out for delivery at 2023-11-28 17:38:40,This example is about TotalVolume,contradiction
Scheduled DateAndTimes: 2023-08-26 06:48:29,This example is about DateAndTimes,entailment
Shipment Status: Out for delivery at 2024-12-07 20:02:07,This example is about Timestamp,entailment
Scheduled DateAndTimes: 2024-05-19 13:31:51,This example is about TotalWeight,contradiction
"Destination: Berlin, AE",This example is about Destination,entailment
Shipment ID: UPS743936043283,This example is about HousebillNumber,entailment
Shipment Status: Delivered at 2024-06-02 15:58:09,This example is about Timestamp,entailment
"Origin: Berlin, AU",This example is about DateAndTimes,contradiction
Number of Packages: 10,This example is about ProductType,contradiction
Package Volume: 0.58 m³,This example is about TotalVolume,entailment
Package Volume: 0.384 m³,This example is about TotalVolume,entailment
"Origin: Paris, JP",This example is about Origin,entailment
Shipment Status: Exception at 2024-08-16 03:33:16,This example is about Timestamp,entailment
Package Volume: 0.017 m³,This example is about Timestamp,contradiction
Package Weight: 5.23 KG,This example is about Origin,contradiction
Package Weight: 93.53 KG,This example is about TotalWeight,entailment
"Origin: Toronto, AU",This example is about Origin,entailment
Package Weight: 30.55 KG,This example is about TotalWeight,entailment
Package Volume: 0.766 m³,This example is about TotalWeight,contradiction
Scheduled DateAndTimes: 2023-07-09 12:45:56,This example is about TotalPackages,contradiction
Package Weight: 98.45 KG,This example is about Origin,contradiction
Number of Packages: 1,This example is about ProductType,contradiction
"Destination: Sydney, US",This example is about Timestamp,contradiction
Service Type: Economy,This example is about HousebillNumber,contradiction
"Origin: Berlin, DE",This example is about TotalVolume,contradiction
Package Volume: 0.501 m³,This example is about HousebillNumber,contradiction
"Origin: Sydney, AE",This example is about HousebillNumber,contradiction
Number of Packages: 8,This example is about TotalPackages,entailment
Number of Packages: 4,This example is about TotalPackages,entailment
Shipment ID: 1Z746263171941,This example is about HousebillNumber,entailment
Number of Packages: 5,This example is about Destination,contradiction
Package Weight: 17.3 KG,This example is about TotalWeight,entailment
"Origin: London, CN",This example is about TotalWeight,contradiction
Package Weight: 41.29 KG,This example is about TotalWeight,entailment
Service Type: Same Day,This example is about ProductType,entailment
Package Volume: 0.281 m³,This example is about Destination,contradiction
Scheduled DateAndTimes: 2024-07-30 09:01:50,This example is about Destination,contradiction
Package Weight: 63.04 KG,This example is about TotalWeight,entailment
"Destination: Beijing, JP",This example is about TotalPackages,contradiction
Shipment ID: 1Z973484986749,This example is about HousebillNumber,entailment
Number of Packages: 4,This example is about DateAndTimes,contradiction
Package Weight: 87.44 KG,This example is about TotalWeight,entailment
Scheduled DateAndTimes: 2023-01-12 22:02:40,This example is about Destination,contradiction
Package Weight: 5.2 KG,This example is about ProductType,contradiction
Number of Packages: 5,This example is about TotalPackages,entailment
"Origin: Beijing, AE",This example is about TotalPackages,contradiction
"Destination: Tokyo, JP",This example is about Destination,entailment
Number of Packages: 6,This example is about TotalPackages,entailment
Scheduled DateAndTimes: 2023-03-16 23:10:02,This example is about DateAndTimes,entailment
Shipment Status: Exception at 2024-07-11 05:34:33,This example is about Timestamp,entailment
Shipment Status: Departed facility at 2024-07-31 08:02:44,This example is about Timestamp,entailment
Number of Packages: 3,This example is about TotalPackages,entailment
Package Volume: 0.941 m³,This example is about TotalVolume,entailment
Package Volume: 0.876 m³,This example is about TotalVolume,entailment
Number of Packages: 8,This example is about Origin,contradiction
Package Volume: 0.414 m³,This example is about TotalVolume,entailment
Package Weight: 75.1 KG,This example is about ProductType,contradiction
"Origin: Berlin, IN",This example is about Origin,entailment
Package Volume: 0.957 m³,This example is about TotalPackages,contradiction
Shipment Status: Out for delivery at 2023-07-17 13:38:23,This example is about Timestamp,entailment
"Destination: London, DE",This example is about Destination,entailment
Package Volume: 0.956 m³,This example is about DateAndTimes,contradiction
Package Volume: 0.601 m³,This example is about TotalVolume,entailment
Package Volume: 0.006 m³,This example is about TotalVolume,entailment
"Destination: London, CN",This example is about HousebillNumber,contradiction
Number of Packages: 10,This example is about TotalVolume,contradiction
Shipment ID: UPS282307101272,This example is about HousebillNumber,entailment
Package Weight: 34.72 KG,This example is about TotalWeight,entailment
Shipment Status: Exception at 2023-06-07 09:24:15,This example is about Timestamp,entailment
Number of Packages: 8,This example is about TotalWeight,contradiction
Service Type: Express,This example is about TotalPackages,contradiction
Package Volume: 0.241 m³,This example is about TotalVolume,entailment
"Destination: New York, JP",This example is about Destination,entailment
Shipment Status: Arrived at facility at 2024-09-10 02:50:30,This example is about Timestamp,entailment
Number of Packages: 5,This example is about Origin,contradiction
Service Type: Ground,This example is about ProductType,entailment
Shipment Status: In transit at 2024-06-12 00:29:13,This example is about Timestamp,entailment
